Id,PostTypeId,OwnerUserId
"7128","2","4443"
"7129","2","4440"
"7131","1","4212"
"7132","2","51"
"7133","1","4477"
"7134","1",""
"7135","1","2262"
"7136","2",""
"7137","2","2698"
"7138","2","51"
"7139","1","4481"
"7142","2","4011"
"7143","1","2721"
"7144","2","3794"
"7145","1","4200"
"7146","2","3232"
"7147","2","2698"
"7148","2","2792"
"7149","2","3015"
"7150","2","2472"
"7151","2","51"
"7152","2","2792"
"7153","2","1829"
"7154","2","14"
"7155","2","370"
"7156","2","1156"
"7157","1","3536"
"7159","2","2698"
"7160","2","1952"
"7161","1","4129"
"7162","2",""
"7163","2","2763"
"7164","1","1528"
"7165","1","3794"
"7166","2","4410"
"7167","2","4360"
"7168","2","4496"
"7169","2","4496"
"7170","1","1130"
"7171","1","4499"
"7172","1","4432"
"7173","2","51"
"7174","1","2132"
"7175","2","2698"
"7176","2","3794"
"7177","1","3630"
"7179","2","20"
"7180","2","3794"
"7181","2","4011"
"7182","1","4508"
"7183","2","2472"
"7186","2","1156"
"7189","1","4508"
"147191","1",""
"147192","2","82013"
"147193","1",""
"147196","2","106434"
"147198","2","106434"
"147199","1","106437"
"147200","1","106438"
"147201","1","106439"
"147202","1","23917"
"147204","2","67769"
"147205","2","39518"
"147206","1","104574"
"147207","1","86003"
"147208","2","106442"
"147209","1","93244"
"147211","2","11204"
"147212","2","85632"
"147214","2","75627"
"147215","1","93244"
"147216","2","39518"
"58146","2","32478"
"58147","2","30949"
"58148","1","32483"
"58149","2","32283"
"58151","2","21890"
"58153","1","27892"
"58154","2","1502"
"58156","1","4508"
"58158","2","26250"
"58160","2","17541"
"58161","1",""
"58162","2","7191"
"58163","2","1502"
"58164","2","118"
"58165","2","8119"
"58166","1","29715"
"58169","2","9894"
"58171","1","32495"
"58173","2","7697"
"58174","2","7057"
"58175","1","32305"
"58176","2","7697"
"58177","2","26938"
"58178","2","4345"
"58179","1","29890"
"58180","2","22275"
"58181","2","9894"
"58182","2","9894"
"58183","1","32504"
"58185","1","32505"
"58186","2","30021"
"58187","1","12281"
"58189","2","30800"
"58190","1","32507"
"58191","1","31763"
"58192","1","32508"
"58195","1","25037"
"31575","2","17657"
"31576","1","10917"
"31577","2","5224"
"31578","2","17658"
"31579","1","16772"
"31580","2","17660"
"31581","2","16844"
"31582","2","16844"
"31583","2","5125"
"31584","2","16844"
"31585","2","5125"
"31587","1","17663"
"31589","1","853"
"31590","2","17668"
"31591","2","4834"
"31592","2","7191"
"31593","1","1929"
"31594","2","16798"
"31595","2","1101"
"31596","2","7191"
"31597","1","17675"
"31598","2","17290"
"31599","1","12927"
"31600","1","9736"
"31601","1","17678"
"31602","2","5224"
"31603","2","12611"
"31606","1","10126"
"31607","2","2306"
"31608","2","17679"
"31609","2","7191"
"31610","2","1424"
"31612","2","5007"
"31613","1","13430"
"31614","1","2201"
"31615","2","9611"
"31616","1","17616"
"31617","2","662"
"31618","2","662"
"31619","2","20"
"31620","2","662"
"31621","2","17675"
"31622","1","17687"
"31623","1","2763"
"31624","2","662"
"31625","1","14808"
"31626","2","14808"
"31627","1","5275"
"31628","2","14467"
"31629","1","16371"
"31630","2","17689"
"7190","2","191"
"7191","1","1829"
"7192","2","3175"
"7194","2","3794"
"7196","2","659"
"7197","2","4327"
"7198","2","3794"
"7199","2","154"
"7200","2","659"
"7201","2",""
"7202","2","4514"
"7204","2","3990"
"7205","1","4213"
"7206","2","4191"
"7208","2","11985"
"7210","2","20"
"7211","1","4523"
"7213","2","4524"
"7214","2","4524"
"7215","2","4524"
"7216","2","4514"
"7217","1","388"
"7218","2",""
"7219","2","388"
"7220","2","51"
"7221","2","2187"
"7222","2","2668"
"7224","2","2668"
"7225","2","4524"
"7226","2","4524"
"7227","2","4524"
"7228","1",""
"7229","2","2158"
"7230","1","3818"
"7231","2","51"
"7232","2","20"
"7233","2","259"
"7234","1","3232"
"7235","2","3794"
"7236","1",""
"7237","2",""
"7238","2","3599"
"7239","1",""
"7240","2","3697"
"7241","2","2091"
"7242","1","3536"
"7243","2","4545"
"7244","1","1743"
"7245","2","3536"
"7248","2","3536"
"7249","2","1430"
"7250","2","1430"
"7251","1","3659"
"7252","2","1430"
"7253","2","1430"
"7254","1","1163"
"7255","2","3041"
"7256","1","4552"
"7257","1","284"
"7258","2","1430"
"7259","2","4191"
"7260","1","3536"
"7261","2","4410"
"7262","2","51"
"7263","1","4013"
"7264","1","1163"
"147276","1","106490"
"147277","2","67769"
"147278","1","106396"
"147279","2","78255"
"147280","2","106434"
"147281","1","106495"
"147282","2","106497"
"147283","2","106498"
"147284","1","106496"
"147286","1","106501"
"147287","1","106502"
"147288","1","104416"
"147290","1","98770"
"147291","1","104382"
"147292","1","96556"
"147294","1","106503"
"147295","2","105966"
"147296","2","77195"
"147299","1","4779"
"147302","2","105966"
"147303","2","12993"
"147304","1","67769"
"147305","1","106509"
"147306","2","105966"
"147307","2","81948"
"147309","1","69186"
"147310","2","69186"
"147312","1","106396"
"147313","1","106510"
"147316","1",""
"147317","1","106517"
"147318","2","104416"
"147319","2","106519"
"147321","2","92160"
"147322","2","5473"
"147323","1","106503"
"147324","2","106503"
"147325","1","106500"
"147326","1","60049"
"147327","2","5473"
"147330","1","80214"
"147331","1","93244"
"147332","1","104445"
"147333","2","40264"
"147336","2","91038"
"147337","1","106458"
"147338","2","106528"
"147339","2","6588"
"147340","1","101265"
"147342","2","98983"
"147343","1","106396"
"147344","2","39518"
"147346","1","106533"
"147347","2","62441"
"147348","1","106396"
"147350","1","105688"
"147351","1","106536"
"147357","1","74971"
"147358","1","15930"
"147359","2","82013"
"147395","1","106557"
"147397","1","97243"
"147398","1","79125"
"147399","2","67769"
"147400","1","43474"
"147401","2","21890"
"147403","1","13787"
"147404","2","67769"
"147405","1","97345"
"147406","2","86003"
"147407","1","106396"
"147408","2","86003"
"147409","1","18649"
"147411","1","106396"
"147412","2","39518"
"147414","2","82058"
"147416","1","106396"
"147417","2","39518"
"147419","2","39518"
"147420","1","62441"
"147421","2","82058"
"147422","1","103127"
"147423","2","103127"
"147424","2","102650"
"147425","1","94823"
"147426","2","86675"
"147428","1","106577"
"147429","1","106579"
"147430","2","64193"
"147431","1","90608"
"147432","2","92160"
"147433","2","6588"
"147436","1","106586"
"147437","2","28905"
"147438","2","21890"
"147439","1","70732"
"147442","2","82058"
"147443","1","106591"
"147444","1","91369"
"147446","2","16182"
"147447","2","28905"
"147449","2","82058"
"87987","1","55609"
"87989","2","18736"
"87992","1","55612"
"87993","1","55613"
"87994","2","49968"
"87995","2","18736"
"87997","2","31963"
"87998","2","46383"
"88000","2","55601"
"88004","2","55620"
"88010","1","41179"
"88011","2","3505"
"88012","1","55628"
"88013","1","55628"
"88015","1","2188"
"88016","2","3468"
"88017","1","44791"
"88018","2","1430"
"88019","2","55629"
"88020","1","55631"
"88022","2","55633"
"88025","2","2504"
"88026","1","21860"
"88027","2","5440"
"88028","2","5440"
"88029","2","17284"
"88031","1","46743"
"88032","1","44139"
"88033","2","1923"
"88034","1","48223"
"88035","2","48223"
"88037","2","4731"
"88039","1","52293"
"88040","2","35600"
"88041","2","1430"
"88042","2","3468"
"88043","2","953"
"88044","1","53745"
"88047","2","28905"
"88048","2","45803"
"88051","2","51307"
"88052","1","55662"
"88053","2","31764"
"88056","1","55619"
"88058","1","46743"
"88060","1","55560"
"88061","1","55670"
"88062","1","55046"
"88064","1","51403"
"88065","2","1430"
"88066","2","54823"
"88067","1","40807"
"88068","2","31764"
"88069","1","52445"
"88070","2","39940"
"88071","1","55680"
"88072","2","39940"
"88073","2","39940"
"88074","2","54911"
"58501","2","1430"
"58503","1","32644"
"58504","2","32566"
"58505","2","25814"
"58508","2","4129"
"58510","1","32729"
"58511","2","22260"
"58512","1","26421"
"58513","1","10696"
"58514","2","5660"
"58515","1","30542"
"58516","1","18505"
"58517","1","23916"
"58518","2","32011"
"58519","1","28963"
"58520","2","9880"
"58521","2","11646"
"58522","2","16892"
"31631","2","662"
"31632","2","288"
"31634","1","17690"
"31635","2","12531"
"31636","2","4129"
"31637","2","3327"
"31638","2","7191"
"31639","2","13411"
"31640","2","17695"
"31641","2","14349"
"31644","2","998"
"31646","1","17696"
"31648","2","7913"
"31649","1","17698"
"31650","1","17699"
"31651","1","17697"
"31652","2","17675"
"31653","2","7191"
"31656","1","17706"
"31657","2","3355"
"31658","2","17696"
"31659","2","17708"
"31660","1","17086"
"31661","1","2265"
"31662","2","2698"
"31663","2","17709"
"31664","1","1929"
"31665","2","9894"
"31666","2","2581"
"31667","1","13142"
"31668","1","17711"
"31669","2","7697"
"31670","2","662"
"31671","2","2306"
"31672","2","7191"
"31673","1","17616"
"31674","1","17714"
"31675","2","662"
"31676","2","662"
"31677","2","662"
"31678","1","17717"
"31679","2","10917"
"31680","1","7434"
"31682","2","662"
"31683","2","2798"
"31684","2","288"
"31685","2","16700"
"31687","1","16371"
"31688","2","14808"
"31689","1","16524"
"31690","1","17116"
"31691","2","12406"
"31692","2","17116"
"31694","1","13454"
"31695","1","17116"
"31696","2","2798"
"31697","2","17708"
"31698","1","17723"
"31700","2","13087"
"31702","1","17554"
"31703","2","13658"
"31704","1","17726"
"31705","1","17024"
"31706","2","7191"
"31707","2","20"
"31708","1","17176"
"31709","2","7191"
"31710","1","13522"
"31711","2","9894"
"31712","2","1101"
"31714","1","17382"
"7265","1","3536"
"7266","2","4410"
"7267","2","4410"
"7268","2","4082"
"7269","1","3358"
"7270","2","4116"
"7271","2","3175"
"7272","1",""
"7273","1","4338"
"7274","2","1430"
"7275","2","2472"
"7276","1","1198"
"7277","2","1525"
"7278","2","1430"
"7279","2",""
"7280","2","659"
"7281","2","1923"
"7282","2","338"
"7283","2","3503"
"7284","2","120"
"7285","1","4463"
"7286","2","4568"
"7287","1","4569"
"7288","2","2332"
"7289","2","14"
"7291","2","1156"
"7292","2","1320"
"7293","1",""
"7294","2","4576"
"7295","1","4508"
"7296","1","4579"
"7297","2","2306"
"7298","2","3794"
"7300","1","4581"
"7301","2","1430"
"7302","2","4583"
"7303","2","1430"
"7304","1","1516"
"7305","1","4584"
"7306","2","4116"
"7307","2","1430"
"7308","1","4585"
"7309","2","1430"
"7310","2","1430"
"7311","1","3630"
"7312","2","20"
"7313","2","20"
"7314","2",""
"7315","1","4403"
"7316","1","4129"
"7318","2","2857"
"7319","2",""
"7320","1","4129"
"7321","2",""
"7322","2","3503"
"7324","1","1021"
"7325","1","1058"
"7326","2","4568"
"7327","2","2081"
"7328","2","1156"
"7329","2","4410"
"7330","2","953"
"7331","1","2862"
"7332","2","3794"
"7333","2","2164"
"7334","1","4599"
"7335","2",""
"7336","2","2414"
"7337","1","4603"
"7338","1","1908"
"7339","2","119"
"7340","2",""
"7341","2","3794"
"7343","2","4604"
"7344","2","4082"
"7345","2","4604"
"7346","1",""
"7347","2","4443"
"7348","1",""
"7349","2",""
"7350","1","4261"
"7351","1","370"
"147362","2","93421"
"147363","1","106536"
"147364","1","72838"
"147367","2","40264"
"147372","2","106549"
"147375","1","98255"
"147380","1","104399"
"147382","2","63208"
"147384","2","48402"
"147385","2","91858"
"147387","2","39518"
"147389","1","22440"
"147390","1","99244"
"147391","1","106556"
"147392","1","72838"
"7406","2","4443"
"7407","2",""
"7408","2","4662"
"7409","2","4662"
"7410","2","4662"
"7411","1","916"
"7412","2","4604"
"7414","2","4212"
"7416","1","2215"
"7417","2","3318"
"7418","2",""
"7419","2",""
"58442","1","32692"
"58443","1","32693"
"58444","1","31664"
"58445","2","9894"
"58446","1","27137"
"58447","2","7697"
"58449","2","7697"
"58450","1","7447"
"58451","1","14621"
"58452","1","23916"
"58454","1","32698"
"58456","2","20347"
"58457","2","32011"
"58458","2","1251"
"58459","1","10696"
"58460","2","32515"
"58461","2","13583"
"88114","1","31963"
"88115","1","55714"
"88116","2","43948"
"88117","2","34638"
"88119","2","9284"
"88121","1","53771"
"88123","2","35669"
"88124","2","7697"
"88125","1","30021"
"88126","2","10196"
"88127","1","50895"
"88128","2","55564"
"88129","1","30331"
"88130","1","46819"
"88133","2","55724"
"88136","1","55726"
"88138","2","46008"
"88141","1","8929"
"88144","1","6856"
"88146","1","55734"
"88147","2","7191"
"88148","2","54367"
"88149","1","43084"
"88150","1","41819"
"88151","2","33051"
"88154","1","42588"
"88155","2","35600"
"88156","1","54716"
"88158","2","55564"
"88160","1","55746"
"88163","1","46520"
"88164","1","55751"
"88165","2","40807"
"88166","2","55564"
"88167","2","34517"
"88169","1","41245"
"88170","2","55160"
"88171","2","52436"
"88174","2","55160"
"88175","2","55564"
"88176","1","55757"
"88177","1","15821"
"88179","2","46317"
"88181","2","46317"
"88182","2","55564"
"88183","2","55564"
"88184","2","40786"
"88185","2","55762"
"88186","2","55763"
"88187","1","32508"
"88188","2","16201"
"88189","1","55165"
"88190","2","7191"
"88192","2","41819"
"88193","2","49472"
"88194","2","49472"
"88195","2","49472"
"88196","2","26606"
"88197","1","54894"
"88198","2","24570"
"88199","1","18736"
"88200","1","55773"
"88201","1","55667"
"88203","1",""
"88205","2","55155"
"88206","1","39905"
"88208","1",""
"88209","2","55155"
"88210","2","999"
"88211","1","55342"
"88214","2","5007"
"88215","2","10997"
"88217","1","27464"
"88219","2","55342"
"88220","2","23645"
"88221","1","12670"
"88222","2","55734"
"88223","2","23645"
"88227","2","55564"
"88229","2","35600"
"88230","2","55796"
"88231","2","33289"
"88232","2","46317"
"88233","2","12670"
"88237","2","39354"
"88238","1","30542"
"88240","2","55803"
"88241","1","8365"
"88242","2","39940"
"88244","2","22026"
"88246","1","55797"
"88247","1","55810"
"88248","2","22026"
"88250","2","22026"
"119003","1","74755"
"119004","1","44124"
"119006","2","21890"
"119009","1","81258"
"119010","1","57175"
"119011","1","81259"
"119013","1","81204"
"119014","2","23432"
"119015","2","39518"
"119016","1","81265"
"119017","2","40264"
"119018","1","30444"
"119020","5","54560"
"119021","4","54560"
"119022","2","81270"
"119023","5","-1"
"119024","4","-1"
"119025","2","21890"
"119028","2","39518"
"119030","1","78144"
"119032","1","50427"
"119033","2","26037"
"119034","1","81280"
"119035","2","7697"
"119036","2","57175"
"119037","2","22277"
"119039","1","74075"
"119040","2","18629"
"119042","2","81285"
"119043","2","74075"
"119046","1","81246"
"119047","2","4546"
"119048","2","32566"
"119050","1","57286"
"119051","2","81288"
"119052","1","81246"
"119053","1","63312"
"119054","2","79518"
"119055","1","81292"
"119057","2","39518"
"119058","2","10728"
"119061","1","81301"
"119062","2","54420"
"119064","1","73239"
"119065","2","2504"
"119066","2","81306"
"119067","1","77920"
"119068","1","67769"
"119069","1","57234"
"119070","2","28905"
"119072","1","81273"
"119073","2","49858"
"119076","2","33824"
"119077","2","77537"
"119078","2","64204"
"119079","1","5495"
"119080","1","81320"
"119081","2","39861"
"119082","2","49858"
"119083","1","81226"
"119085","2","43702"
"119086","1","78363"
"119087","2","75626"
"119088","2","73570"
"119089","2","5864"
"119090","1","81322"
"119091","2","79950"
"119092","2","81322"
"119093","2","81326"
"119094","1","74040"
"119095","2","81329"
"119096","2","81329"
"119098","2","22026"
"119099","2","69925"
"89521","2","13101"
"147553","2","21890"
"147555","2","50538"
"147557","1","100931"
"147558","1","101830"
"147559","1","104399"
"147560","2","33287"
"147562","2","12095"
"147563","2","106663"
"147564","2","70315"
"147565","2","106686"
"147566","2","100780"
"147567","1","23527"
"147569","2","28905"
"147570","2","105755"
"147571","2","21890"
"147572","2","82013"
"147573","2","67769"
"147574","1","102924"
"147576","1","70732"
"147577","1","92414"
"147579","1","106615"
"147580","1","106185"
"147582","1","102590"
"147583","2","102924"
"147586","2","99700"
"147587","1","77452"
"147589","2","106663"
"147590","1","106707"
"147591","1","26734"
"147593","1","106710"
"147594","2","1430"
"147595","1","106711"
"147596","2","77452"
"147598","2","106663"
"147599","1","89730"
"147600","2","67769"
"147601","2","46008"
"147602","2","82013"
"147603","1","53821"
"147604","1","97345"
"147605","1","106718"
"147606","1","106719"
"147607","1","77452"
"147608","1","106725"
"147609","2","1430"
"147610","2","105712"
"147611","2","11204"
"147612","2","66799"
"147614","2","99700"
"147615","1","30611"
"147616","2","106734"
"147617","2","99700"
"147618","2","25429"
"147619","2","102783"
"147620","1","106396"
"147621","1","102590"
"147622","1","78230"
"147624","2","35344"
"147625","2","106740"
"147628","2","17859"
"147629","1","97345"
"147630","1","87866"
"147631","1","26734"
"147632","2","8819"
"147634","1","90214"
"147635","2","65776"
"147636","1","106750"
"147638","2","106755"
"58697","2","32610"
"147147","1","106396"
"147148","2","76558"
"147149","1","106397"
"147150","1","106394"
"147151","1","106399"
"147152","2","19525"
"147153","2","78255"
"147154","1","100892"
"147155","2","64193"
"147156","2","82013"
"147158","1","106399"
"147159","2","89991"
"147163","2","21890"
"147164","2","6588"
"119334","1","21890"
"31715","1","10265"
"31716","2","13942"
"31717","1","17730"
"31718","1","16772"
"31719","2","15819"
"31720","2","7328"
"31721","1","3060"
"31722","1","14844"
"31723","2","7191"
"31724","1","3060"
"31725","1","17343"
"31726","2","9894"
"31727","1","17732"
"31728","2","7728"
"31729","2","2624"
"31732","1","15282"
"31733","1","12820"
"31734","2","17708"
"31735","2","13087"
"31736","1","17316"
"31737","2","2698"
"31739","2","11686"
"31740","2","17264"
"31741","1","11686"
"31742","2","9404"
"31743","2","9894"
"31744","1","13661"
"31745","2","20"
"31746","1","15510"
"31747","2","20"
"31749","2","20"
"31750","1","11956"
"31751","1","4129"
"31752","2","13838"
"31753","2","17695"
"31754","2","12677"
"31755","2","2332"
"31757","2","11956"
"31758","1","17173"
"31759","2","17695"
"31760","1","17744"
"31761","2","17382"
"31762","2","2798"
"31763","2","3898"
"31764","1","17751"
"31766","1","141"
"31767","2","1430"
"31768","2","20"
"31770","1","17753"
"31771","2","4191"
"31772","1","15520"
"31773","2","9174"
"31774","2","1430"
"31775","2","5864"
"31776","2","17754"
"31777","2","7911"
"31778","1","11686"
"31779","1","17755"
"31780","2","9894"
"31781","1","17290"
"31782","2","9894"
"31783","1","2260"
"31784","2","15989"
"31785","2","17737"
"31786","2","11686"
"31787","1","5473"
"31788","1","13303"
"31789","1","17757"
"31790","1","14844"
"88350","2","14915"
"88352","1","55818"
"88353","1","49912"
"88355","2","7697"
"88356","2","36172"
"88358","1","55818"
"88359","1","29470"
"88360","2","55818"
"88361","2","26969"
"88362","1","19572"
"88363","1","49777"
"88365","2","26037"
"88367","2","55850"
"88371","2","55160"
"88373","1","31963"
"88376","1","54959"
"88377","1","46556"
"88378","2","46556"
"88379","2","55160"
"88380","1","55895"
"88382","1","55579"
"88383","2","35600"
"88384","2","39940"
"88386","2","39940"
"88388","2","35236"
"88389","1","55899"
"88390","2","39940"
"88391","2","2504"
"88392","2","8365"
"88393","2","55901"
"88397","1","55908"
"88399","2","8328"
"88401","2","35600"
"88402","2","54716"
"88404","2","12894"
"88405","1","55916"
"88406","1","52013"
"88407","2","54367"
"88408","2","26894"
"88409","1","51815"
"88413","1","54001"
"88414","1","55084"
"88416","1","55929"
"88417","2","26894"
"88418","1","55716"
"88419","2","23461"
"88420","2","7191"
"88421","2","35236"
"88424","2","55933"
"88425","1","35367"
"88427","1","43179"
"88428","2","23645"
"88429","2","30021"
"88432","1","55938"
"88433","1","55939"
"88434","1","8776"
"88437","2","55830"
"88439","1","42408"
"88440","2","7191"
"88441","2","55830"
"88444","2","55830"
"88445","2","55830"
"88446","2","2158"
"88447","1","55158"
"88448","2","55564"
"88451","2","17923"
"7352","2","263"
"7353","2","263"
"7354","1","325"
"7355","2","1430"
"7356","2","1430"
"7358","2","500"
"7359","1","4568"
"7360","2","1581"
"7361","2","4410"
"7362","1","4620"
"7363","2","3794"
"7364","1","3630"
"7368","2","4129"
"7369","2","3884"
"7370","2","1502"
"7371","2","4508"
"7372","2","4264"
"7373","2","4264"
"7374","1","4508"
"7376","2","2414"
"7377","2","4410"
"7378","2","4628"
"7379","2","4602"
"7380","2","659"
"7381","2","1419"
"7382","1","4638"
"7383","2","4116"
"7384","2","4129"
"7385","2","4264"
"7386","2",""
"7388","2","4264"
"7389","2","3232"
"7391","2","3656"
"7392","1","4654"
"7393","1","2853"
"7394","1","4656"
"7395","1","4657"
"7396","1","1189"
"7397","2","4657"
"7398","2","4657"
"7399","2",""
"7400","2","539"
"7401","1","4469"
"7402","1","4670"
"7404","2","953"
"7405","1","916"
"7518","1",""
"7519","2","1829"
"7520","2","1386"
"7521","1","853"
"7522","2","1386"
"7523","2","4191"
"7524","1","1829"
"7525","1","4752"
"7527","2","4191"
"7528","1","4720"
"7529","2","2447"
"7530","2","3822"
"7531","2","1156"
"7532","1","4755"
"7533","2","3081"
"7534","2","395"
"7536","1","1198"
"7537","2",""
"7538","1","4129"
"7540","1","4761"
"7541","2","3794"
"7542","2","4327"
"7543","2","4456"
"7544","1","3995"
"7545","2","4264"
"7546","1","1829"
"7547","2","741"
"7548","2","3644"
"7549","2","3794"
"7550","2","1430"
"7551","2","1562"
"7552","2","2301"
"7553","1","4777"
"7554","2","2301"
"31868","2","17784"
"31869","2","12820"
"31870","2","17795"
"31871","2","17541"
"31872","2","20"
"31873","1","17797"
"31874","2","17575"
"31875","2","20"
"31876","1","17751"
"31877","1","9736"
"31878","2","17803"
"31879","2","17804"
"31881","2","17575"
"31883","1","13661"
"31884","2","17802"
"31885","2","7191"
"31886","2","17811"
"31887","1",""
"31888","1","17809"
"31889","2","17812"
"31890","2","1101"
"31891","2","7191"
"31892","2","2306"
"31893","1","16878"
"31894","2","7191"
"31895","2","17815"
"147217","2","11204"
"147218","1","104574"
"147219","2","67769"
"147220","2","48612"
"147221","2","48612"
"147222","2","12993"
"147223","2","93244"
"147225","2","12993"
"147226","1","97724"
"147227","1","106087"
"147230","2","10753"
"147231","1","91282"
"147233","2","50761"
"147235","2","26037"
"147237","2","70315"
"147238","2","64193"
"147240","1","50496"
"147242","1","91369"
"147243","2","21890"
"147244","2","48612"
"147245","2","91282"
"147246","2","35344"
"147247","2","28905"
"147249","1","99491"
"147253","1","104574"
"147255","2","49789"
"147256","1","98954"
"147257","2","98983"
"147258","2","67769"
"147259","2","48612"
"147260","2","54911"
"147263","2","65776"
"147264","2","106480"
"147265","1","69186"
"147266","2","69186"
"147269","2","12993"
"147270","1","102663"
"147271","2","102663"
"147272","2","106486"
"147273","1","102478"
"147275","2","102478"
"31544","1","6503"
"31545","2","9134"
"31546","1","7237"
"31547","2","1101"
"31548","2","16786"
"31549","2","7191"
"31550","2","5224"
"31551","2","16823"
"31552","2","17569"
"31553","2","998"
"31554","1","15588"
"31556","2","12406"
"31557","1","13551"
"31558","2","9894"
"31559","2","20"
"31560","1","17648"
"31561","2","17649"
"31562","2","9174"
"31563","1","1457"
"31565","2","2798"
"31566","2","16700"
"31568","2","999"
"31569","2","2798"
"31570","2","2798"
"31571","2","4129"
"31572","2","15588"
"31573","1","11807"
"31574","2","17284"
"31813","1","11956"
"31814","1","16940"
"31815","2","12406"
"31816","2","17770"
"31817","2","17770"
"31821","1","17771"
"31822","2","12406"
"31823","2","11686"
"31824","1","17773"
"31825","1","17633"
"31826","2","7697"
"31827","2","7697"
"31828","2","17345"
"31829","2","662"
"31830","2","5224"
"31831","1","17790"
"31832","2","5771"
"31833","1","17776"
"31834","2","11686"
"31835","2","17777"
"31837","1","5771"
"31838","1","1677"
"31840","2","14844"
"31841","2","288"
"31842","1","13700"
"31843","1","14844"
"31844","1","6657"
"31845","2","15143"
"31846","1","17784"
"31847","2","17784"
"31848","2","17784"
"31849","2","17784"
"31850","2","16700"
"31851","1","14844"
"31852","2","16700"
"31853","2","17771"
"31854","2","17785"
"31855","2","17751"
"31856","2","9404"
"31857","2","7191"
"31858","2","13897"
"31859","1","295"
"31860","1","17788"
"31861","2","7191"
"31862","1","17789"
"31863","2","2332"
"31864","2","1101"
"31865","1","17791"
"31866","1","17792"
"119335","2","2581"
"119336","1","75033"
"119337","1","81286"
"119338","2","74040"
"119339","1","73227"
"119341","1","22488"
"119342","1","73570"
"119343","1","29372"
"119344","2","54560"
"119347","1","69150"
"119348","2","80943"
"119349","2","81046"
"119351","1","66746"
"119352","1","80880"
"119353","1","81609"
"119354","1","20826"
"119355","1","81616"
"119356","2","81617"
"119361","2","81622"
"119363","2","73379"
"119364","2","73379"
"119365","2","73379"
"119367","1","78206"
"119368","2","81629"
"119370","2","81629"
"119371","1","81246"
"119372","1",""
"119373","1","81635"
"119374","2","72108"
"119376","2","999"
"119377","2","79518"
"119378","1","81638"
"119379","1","81636"
"119380","2","81638"
"119381","2","81644"
"119382","2","21890"
"119384","2","67432"
"119385","2","74040"
"119386","1","81645"
"119387","1","75341"
"119388","1","81099"
"119389","2","73379"
"119390","1","81648"
"119391","2","35344"
"119392","2","80033"
"119393","2","80137"
"119395","1","25429"
"119396","2","21890"
"119397","1","68817"
"119398","2","14520"
"119399","1","44958"
"119401","1","41345"
"119403","1","23407"
"119404","2","59192"
"119408","1","81663"
"119409","1","81565"
"119410","2","51282"
"119412","2","73570"
"119413","1","81660"
"119414","1","81668"
"119415","2","60302"
"119417","1","41345"
"119418","2","60302"
"119420","1","69308"
"119422","1","81490"
"119424","2","7191"
"88453","1","55956"
"88454","2","17923"
"88455","1","55515"
"88456","2","35935"
"88458","1",""
"88459","2","55616"
"88460","2","54367"
"88461","2","21890"
"88463","1",""
"88464","2","28905"
"88465","2","55938"
"88466","1","50476"
"88467","2","28905"
"88468","1","52102"
"88470","2","54911"
"88471","2","55590"
"88473","1","55968"
"88474","2","55969"
"88475","2","26037"
"88476","1","51893"
"88477","2","5440"
"88480","1","55976"
"88481","1","55978"
"88482","1","55895"
"88483","2","55564"
"88484","2","55564"
"88485","2","1430"
"88486","2","55564"
"88488","2","49905"
"88489","2","55830"
"88491","2","9825"
"88493","2","35367"
"88494","2","55830"
"88495","2","55830"
"88496","2","55830"
"88497","1","55988"
"88498","1","4779"
"88499","2","55830"
"88500","2","31764"
"88502","1","42408"
"88503","2","55830"
"88504","1","4779"
"88505","2","55830"
"88508","2","52461"
"88509","2","55830"
"88512","1","55537"
"88513","2","7191"
"88514","1","55818"
"88515","1","30331"
"88518","2","7697"
"89516","2","7697"
"89517","2","12894"
"89520","2","7697"
"119455","2","1430"
"119456","1","79375"
"119458","2","72108"
"119459","2","7191"
"119464","1","81710"
"119465","2","81717"
"119469","2","81717"
"119470","1","81721"
"119471","1","81723"
"119472","2","51087"
"119473","2","81717"
"119475","1","59152"
"119477","2","81726"
"119478","1","81727"
"119479","1","62441"
"119481","2","39518"
"119484","2","81739"
"119485","2","81740"
"119180","2","54560"
"119181","1","81447"
"119183","2","80920"
"119186","2","73570"
"119187","1","80033"
"119189","2","76356"
"119191","1","75426"
"119193","1","57486"
"119195","2","81460"
"119197","1","4039"
"119198","1","81213"
"119200","2","4039"
"119203","2","49858"
"119205","1","11854"
"119206","1","49514"
"119208","2","67361"
"119209","2","67769"
"119210","2","21890"
"119211","1","81099"
"119212","2","72108"
"119213","1","81136"
"119215","2","39354"
"119216","2","81483"
"119217","1","81485"
"119218","1","81486"
"119220","2","81489"
"119221","1","74040"
"119222","2","31366"
"119223","2","74040"
"119224","2","78204"
"119225","2","21890"
"119226","1","78074"
"119228","2","81492"
"119230","2","46280"
"88253","1","30331"
"88254","1","49010"
"88255","2","49010"
"88257","1","55818"
"88260","1","48223"
"88262","2","55830"
"88263","1","55579"
"88264","1","55818"
"88266","2","34517"
"88267","1","6856"
"88268","2","16201"
"88269","2","31764"
"88270","2","26418"
"88273","1","55836"
"88275","2","16201"
"88276","2","34445"
"88277","2","41447"
"88279","1","50538"
"88281","2","55564"
"88284","1","46672"
"88285","1","55084"
"88286","2","46089"
"88287","1","49497"
"88288","1","54445"
"88289","2","46089"
"88290","2","6856"
"88291","2","55061"
